player_name,position,year,school_transferred_from,school_transferred_to,transfer_rating_247,transfer_rating_on3,hs_rating_247,hs_stars_247,hs_rating_rivals,hs_stars_rivals,hs_graduation_year
Brady Norton,IOL,2025,Cal Poly,Michigan,0.85,89.0,80.0,3-star,,,2023.0
Mikey Keene,QB,2025,Fresno State,Michigan,0.85,85.06,85.0,3-star,,,2021.0
Caleb Anderson,CB,2025,Louisiana,Michigan,0.85,85.0,86.0,,,3-star,2020.0
Rocco Milia,LB,2025,Columbia,Michigan,0.85,86.0,79.0,2-star,,,2021.0
Tevis Metcalf,S,2025,Arkansas,Michigan,0.84,85.28,88.0,3-star,,3-star,2024.0
John Volker,RB,2025,Princeton,Michigan,0.84,85.0,,,,,2021.0
Anthony Simpson,WR,2025,UMass,Michigan,0.83,83.57,81.0,,,,2021.0
Jake Garcia,QB,2025,East Carolina,Michigan,0.83,83.82,94.0,4-star,,4-star,2021.0
Luke Bauer,P,2025,Missouri,Michigan,,80.0,,,,,2020.0
Omari Kelly,WR,2025,Middle Tennessee State,Michigan State,0.89,90.00,89,3-star,,3-star,2022
Chrishon McCray,WR,2025,Kent State,Michigan State,0.86,80.31,76,,,,2022
Joshua Eaton,CB,2025,Texas State,Michigan State,0.92,89.67,89,4-star,,,2020
Luka Vincic,IOL,2025,Oregon State,Michigan State,0.85,,88,3-star,,3-star,2022
Elijah Tau-Tolliver,RB,2025,Sacramento State,Michigan State,0.88,,82,3-star,,2-star,2021
Caleb Carter,IOL,2025,Western Carolina,Michigan State,0.83,,,,,,2020
Grady Kelly,DL,2025,Florida State,Michigan State,0.86,,82,3-star,,,2021
Matt Gulbin,IOL,2025,Wake Forest,Michigan State,0.86,,86,,,,2021
NiJhay Burt,CB,2025,Eastern Illinois,Michigan State,0.86,,,,,,
Anelu Lafaele,EDGE,2025,Wisconsin,Michigan State,0.88,,,,,,
Malcolm Bell,CB,2025,UConn,Michigan State,0.86,,80,,,,2021
David Santiago,EDGE,2025,Air Force,Michigan State,0.88,,,,,,2023
Evan Boyd,WR,2025,Central Michigan,Michigan State,0.85,,82,3-star,,,2023
Aisea Moa,LB,2025,BYU,Michigan State,0.85,,90,4-star,,,2022
Rodney Bullard Jr.,WR,2025,Valdosta State,Michigan State,0.85,,,,,,2021
Conner Moore,OT,2025,Montana State,Michigan State,0.91,,,,,,2022
Kai Rios,TE,2025,Indiana State,Michigan State,0.84,,,,,,
Anthony Pinnace III,CB,2025,UTSA,Michigan State,0.86,,,,,,
Isaac Smith,EDGE,2025,Texas Tech,Michigan State,0.85,83.82,83,3-star,,,2021
Cam Williams,EDGE,2025,Georgia State,Michigan State,0.85,,83,,,,
Johann Cardenas,RB,2025,Vanderbilt,Minnesota,0.86,88.91,,,,,
Jaden Ball,IOL,2025,Purdue,Minnesota,0.84,86.60,,,,,
Mo Omonode,DL,2025,Purdue,Minnesota,0.85,81.65,,,,,
Brody Richter,P,2025,UCLA,Minnesota,,80.00,,,,,
John Nestor,CB,2025,Iowa,Minnesota,0.88,86.95,89,3-star,,,2023
Tom Weston,P,2025,Ouachita Baptist,Minnesota,,,,,,,
Jeff Roberson,LB,2025,Oklahoma State,Minnesota,0.85,85.03,87,3-star,,,
Dylan Ray,IOL,2025,Kentucky,Minnesota,0.88,87.02,,,,,
Kahlee Tafai,OT,2025,Washington,Minnesota,0.89,86.10,,,,,
Steven Curtis,Edge,2025,Illinois State,Minnesota,0.89,87.73,,,,,
Javon Tracy,WR,2025,Miami (OH),Minnesota,0.87,83.17,,,,,
Brady Denaburg,K,2025,Syracuse,Minnesota,,80.00,,,,,
Emmett Morehead,QB,2025,Old Dominion,Minnesota,0.80,81.17,,,,,
Cam Davis,RB,2025,Washington,Minnesota,0.86,90.35,90,,,,2019
A.J. Turner,RB,2025,Marshall,Minnesota,0.90,80.54,,,,,
Drew Biber,TE,2025,Purdue,Minnesota,0.87,84.66,,,,,
Rushawn Lawrence,DL,2025,Stony Brook,Minnesota,0.86,85.06,,,,,
Logan Loya,WR,2025,UCLA,Minnesota,0.87,,92,4-star,,,2020
Marcellus Marshall,IOL,2025,UCF,Minnesota,0.89,80.15,,,,,
Zach Pyron,QB,2025,Georgia Tech,Minnesota,0.86,88.78,90,4-star,,,2022
Jaylen Bowden,CB,2025,North Carolina Central,Minnesota,0.86,85.12,,,,,
Malachi Coleman,WR,2025,Nebraska,Minnesota,0.89,95.65,96,,,,2023
Elijah Pritchett,OT,2025,Alabama,Nebraska,0.9200,,98,5-star,,5-star,2022
Rocco Spindler,IOL,2025,Notre Dame,Nebraska,0.9100,95.28,95,4-star,,4-star,2021
Dane Key,WR,2025,Kentucky,Nebraska,0.9300,,90,4-star,,4-star,2022
Nyziah Hunter,WR,2025,California,Nebraska,0.9000,90.00,90,,,,2023
Dasan McCullough,LB,2025,Oklahoma,Nebraska,0.9100,,94,4-star,,4-star,2022
Williams Nwaneri,DL,2025,Missouri,Nebraska,0.9300,,99,5-star,,5-star,2024
Andrew Marshall,CB,2025,Idaho,Nebraska,0.8900,,,,,,
Justyn Rhett,S,2025,Georgia,Nebraska,0.8600,,88,4-star,,4-star,2023
Marques Watson-Trent,LB,2025,Georgia Southern,Nebraska,0.8500,,,,,,
Jamir Conn,CB,2025,Southern Illinois,Nebraska,0.8600,,,,,,
Gabe Moore,DL,2025,Mississippi State,Nebraska,0.8400,86.22,,,,,
Jaylen George,DL,2025,East Tennessee State,Nebraska,0.8400,,,,,,
Marcos Davila,QB,2025,Purdue,Nebraska,0.8700,,90,4-star,,4-star,2023
Kevin Gallic,LS,2025,New Hampshire,Nebraska,0.8000,,,,,,
Kyle Cunanan,K,2025,California,Nebraska,0.7900,,,,,,
Jack McCallister,P,2025,Washington,Nebraska,,,,,,,
Hardley Gilmore IV,WR,2025,Kentucky,Nebraska,0.8800,,,4-star,,4-star,2024
Gavin Frakes,QB,2025,Virginia,Northwestern,0.8200,81.00,,,,,2022
Jack Sadowsky V,LB,2025,Iowa State,Northwestern,0.8600,84.15,88,3-star,,,2023
Dillon Tatum,S,2025,Michigan State,Northwestern,0.8600,90.07,90,4-star,,4-star,2022
Talan Chandler,IOL,2025,Missouri,Northwestern,0.8400,86.98,88,3-star,,,2023
Martes Lewis,IOL,2025,Minnesota,Northwestern,0.8600,85.67,88,,,,
Migo Jackson,DL,2025,Utah State,Northwestern,0.8300,79.13,80,,,,
Evan Beerntsen,IOL,2025,South Dakota State,Northwestern,0.8500,86.47,,,,,
Griffin Wilde,WR,2025,South Dakota State,Northwestern,0.8700,88.90,,,,,
Fred Davis II,CB,2025,Jacksonville State,Northwestern,0.8600,95.50,95,,,,
An'Darius Coffey,S,2025,Memphis,Northwestern,0.8500,83.50,86,,,,2020
Preston Stone,QB,2025,SMU,Northwestern,0.8600,93.27,94,4-star,,4-star,2021
Chase Farrell,WR,2025,Stanford,Northwestern,0.8500,85.55,,,,,
Alex Lines,TE,2025,New Mexico State,Northwestern,0.8400,87.14,86,,,,2020
Yanni Karlaftis,LB,2025,Purdue,Northwestern,0.8500,87.75,88,4-star,,4-star,2021
Xavior Gray,OT,2025,Liberty,Northwestern,0.8500,72.82,,2-star,,,
Grant Mills,LS,2025,North Carolina,Ohio State,,,,,,,
Eli Brickhandler,QB,2025,Houston Christian,Ohio State,0.8500,84.00,,,,,
Jackson Courville,K,2025,Ball State,Ohio State,,80.00,,,,,
Justin Terry,OT,2025,West Virginia,Ohio State,0.8600,82.02,,,,,
Beau Atkinson,Edge,2025,North Carolina,Ohio State,0.9100,91.00,,4-star,,,2022
CJ Donaldson,RB,2025,West Virginia,Ohio State,0.9000,90.00,86,3-star,,3-star,2022
Phillip Daniels,OT,2025,Minnesota,Ohio State,0.9200,87.95,,,,,
Logan George,Edge,2025,Idaho State,Ohio State,0.8600,88.42,,,,,
Ty Howard,LB,2025,Duquesne,Ohio State,0.8400,85.28,,,,,
Ethan Onianwa,OT,2025,Rice,Ohio State,0.9100,92.68,85,3-star,,,2023
Max Klare,TE,2025,Purdue,Ohio State,0.9400,92.00,87,3-star,,,2023
